strain,treatment,track_id,n_steps,alpha,R,p_value,is_levy_strict,is_levy_statistical,classification
N2,ETANOL,1206_10_33,153,14.437207061822528,-0.8914332668858685,0.04542153402927452,False,False,Brownian
N2,ETANOL,1206_10_34,123,4.066180596424627,0.006277036464405805,0.923551776695153,False,False,Brownian
N2,ETANOL,1206_10_35,184,5.883820463709938,-1.3131920369794823,0.21183471643191287,False,False,Brownian
N2,ETANOL,1206_10_374,68,4.326718302113332,-0.9825873951739983,0.13448365574259466,False,False,Brownian
N2,ETANOL,1206_10_38,239,7.80821920928502,-1.2906463347673844,0.22712036172751637,False,False,Brownian
N2,ETANOL,1206_10_393,65,14.364247836111609,-1.5336909984357465,0.011661583580591293,False,False,Brownian
N2,ETANOL,1206_10_41,70,3.576385825220423,-1.2478234279768934,0.07714815204420607,False,False,Brownian
N2,ETANOL,1206_10_416,77,4.2179036914451284,-1.2346093411145083,0.132343201987169,False,False,Brownian
N2,ETANOL,1206_10_417,82,99.45007008995262,-0.6153754145794168,0.31146105094287657,False,False,Brownian
N2,ETANOL,1206_10_42,93,3.1326901915321117,-0.43417902201568026,0.2411619983876946,False,False,Brownian
N2,ETANOL,1206_10_422,77,4.018488435058325,-1.2433247522686663,0.009703898250477969,False,False,Brownian
N2,ETANOL,1206_10_43,171,21.868072450779295,0.09532909884472707,0.7368323812073724,False,False,Brownian
N2,ETANOL,1206_10_44,226,4.598752145996658,-1.283772080156973,0.12533057550308252,False,False,Brownian
N2,ETANOL,1206_10_45,70,6.726779648907706,-0.2848023189665341,0.48831924405142413,False,False,Brownian
N2,ETANOL,1206_10_46,180,4.610161782755353,-1.2690856274609517,0.1712884216396111,False,False,Brownian
N2,ETANOL,1206_10_47,174,4.53669739274042,-1.1102219243839109,0.15408246788490754,False,False,Brownian
N2,ETANOL,1206_10_48,68,5.172519830893427,-0.8148367213065084,0.2205083135389443,False,False,Brownian
